Longitude (x),Latitude (y),Station Name,Climate ID,Date/Time (LST),Year,Month,Day,Time (LST),Temp (°C),Dew Point Temp (°C),Rel Hum (%),Precip. Amount (mm),Wind Dir (10s deg),Wind Spd (km/h),Stn Press (kPa),Wind Chill
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-06-20 19:00,2024,6,20,19:00,32.8,19.3,45.0,0.0,29.0,12.0,100.98,
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-06-20 20:00,2024,6,20,20:00,31.1,20.0,52.0,0.0,27.0,13.0,101.0,
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-06-20 21:00,2024,6,20,21:00,29.9,19.9,55.0,0.0,28.0,13.0,101.05,
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-06-20 22:00,2024,6,20,22:00,28.9,20.1,59.0,0.0,27.0,13.0,101.06,
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-06-20 23:00,2024,6,20,23:00,27.2,20.4,66.0,0.0,29.0,4.0,101.04,
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-06-21 00:00,2024,6,21,00:00,26.5,20.2,69.0,0.0,31.0,8.0,101.03,
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-06-21 01:00,2024,6,21,01:00,25.1,20.4,75.0,0.0,34.0,8.0,101.09,
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-06-21 02:00,2024,6,21,02:00,24.1,18.4,70.0,0.0,36.0,6.0,101.13,
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-06-21 03:00,2024,6,21,03:00,23.4,17.3,69.0,0.0,1.0,3.0,101.14,
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-06-21 04:00,2024,6,21,04:00,22.8,14.7,60.0,0.0,36.0,7.0,101.15,
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-06-21 05:00,2024,6,21,05:00,22.2,13.1,56.0,0.0,1.0,6.0,101.19,
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-06-21 06:00,2024,6,21,06:00,21.8,13.7,60.0,0.0,2.0,4.0,101.22,
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-06-21 07:00,2024,6,21,07:00,21.5,13.5,60.0,0.0,36.0,6.0,101.28,
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-06-21 08:00,2024,6,21,08:00,20.9,12.6,59.0,0.0,36.0,5.0,101.3,
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-06-21 09:00,2024,6,21,09:00,20.6,11.2,55.0,0.0,36.0,7.0,101.34,
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-06-21 10:00,2024,6,21,10:00,23.1,9.4,42.0,0.0,35.0,5.0,101.36,
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-06-21 11:00,2024,6,21,11:00,23.9,8.5,37.0,0.0,32.0,10.0,101.36,
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-06-21 12:00,2024,6,21,12:00,24.6,8.6,36.0,0.0,35.0,6.0,101.33,
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-06-21 13:00,2024,6,21,13:00,26.0,8.2,32.0,0.0,32.0,6.0,101.29,
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-06-21 14:00,2024,6,21,14:00,26.9,7.5,29.0,0.0,33.0,9.0,101.23,
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-06-21 15:00,2024,6,21,15:00,27.5,8.0,29.0,0.0,31.0,11.0,101.22,
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-06-21 16:00,2024,6,21,16:00,26.7,5.0,25.0,0.0,33.0,11.0,101.2,
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-06-21 17:00,2024,6,21,17:00,27.1,5.5,25.0,0.0,31.0,11.0,101.17,
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-06-21 18:00,2024,6,21,18:00,25.9,6.5,29.0,0.0,34.0,11.0,101.19,
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-06-21 19:00,2024,6,21,19:00,25.0,6.2,30.0,0.0,34.0,6.0,101.19,
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-06-21 20:00,2024,6,21,20:00,21.8,9.5,45.0,0.0,24.0,7.0,101.25,
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-06-21 21:00,2024,6,21,21:00,22.0,8.1,41.0,0.0,33.0,4.0,101.28,
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-06-21 22:00,2024,6,21,22:00,21.2,8.1,43.0,0.0,35.0,4.0,101.29,
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-06-21 23:00,2024,6,21,23:00,20.6,8.6,46.0,0.0,33.0,3.0,101.31,
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-06-22 00:00,2024,6,22,00:00,20.1,8.6,47.0,0.0,,0.0,101.29,
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-06-22 01:00,2024,6,22,01:00,19.3,9.5,53.0,0.0,33.0,4.0,101.24,
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-06-22 02:00,2024,6,22,02:00,19.0,9.1,53.0,0.0,,0.0,101.22,
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-06-22 03:00,2024,6,22,03:00,18.1,10.2,60.0,0.0,,0.0,101.23,
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-06-22 04:00,2024,6,22,04:00,17.5,11.7,69.0,0.0,27.0,3.0,101.23,
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-06-22 05:00,2024,6,22,05:00,17.2,9.8,62.0,0.0,33.0,4.0,101.24,
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-06-22 06:00,2024,6,22,06:00,16.7,10.3,66.0,0.0,33.0,4.0,101.26,
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-06-22 07:00,2024,6,22,07:00,17.6,10.1,61.0,0.0,27.0,3.0,101.27,
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-06-22 08:00,2024,6,22,08:00,20.1,10.6,54.0,0.0,28.0,3.0,101.22,
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-06-22 09:00,2024,6,22,09:00,21.1,10.3,50.0,0.0,17.0,3.0,101.22,
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-06-22 10:00,2024,6,22,10:00,21.7,10.8,50.0,0.0,16.0,3.0,101.2,
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-06-22 11:00,2024,6,22,11:00,21.8,10.9,50.0,0.0,19.0,4.0,101.2,
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-06-22 12:00,2024,6,22,12:00,22.6,5.9,34.0,0.0,25.0,8.0,101.16,
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-06-22 13:00,2024,6,22,13:00,22.8,7.5,38.0,0.0,26.0,7.0,101.11,
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-06-22 14:00,2024,6,22,14:00,22.8,10.1,45.0,0.0,26.0,8.0,101.06,
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-06-22 15:00,2024,6,22,15:00,21.7,11.2,51.0,0.0,23.0,11.0,101.06,
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-06-22 16:00,2024,6,22,16:00,20.9,12.3,58.0,0.0,23.0,10.0,101.03,
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-06-22 17:00,2024,6,22,17:00,19.0,12.8,67.0,0.0,22.0,9.0,101.04,
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-06-22 18:00,2024,6,22,18:00,17.1,12.9,76.0,0.0,22.0,12.0,101.04,
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-06-22 19:00,2024,6,22,19:00,16.2,13.1,82.0,0.0,24.0,9.0,101.07,
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-06-22 20:00,2024,6,22,20:00,15.3,13.2,88.0,0.0,23.0,11.0,101.08,
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-06-22 21:00,2024,6,22,21:00,15.1,13.5,91.0,0.0,22.0,8.0,101.12,
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-06-22 22:00,2024,6,22,22:00,15.0,13.4,90.0,0.0,23.0,10.0,101.11,
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-06-22 23:00,2024,6,22,23:00,14.6,13.4,93.0,0.0,23.0,7.0,101.07,
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-06-23 00:00,2024,6,23,00:00,14.0,13.6,98.0,0.0,23.0,5.0,101.03,
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-06-23 01:00,2024,6,23,01:00,14.1,14.1,100.0,0.0,23.0,4.0,100.99,
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-06-23 02:00,2024,6,23,02:00,14.0,14.0,100.0,0.0,24.0,7.0,100.97,
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-06-23 03:00,2024,6,23,03:00,14.0,14.0,100.0,0.0,24.0,7.0,100.95,
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-06-23 04:00,2024,6,23,04:00,13.9,13.9,100.0,0.0,23.0,6.0,100.94,
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-06-23 05:00,2024,6,23,05:00,14.2,13.7,97.0,0.0,22.0,3.0,100.95,
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-06-23 06:00,2024,6,23,06:00,14.3,13.7,96.0,0.0,24.0,6.0,100.96,
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-06-23 07:00,2024,6,23,07:00,15.2,13.8,91.0,0.0,20.0,4.0,100.92,
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-06-23 08:00,2024,6,23,08:00,16.3,14.1,87.0,0.0,13.0,5.0,100.9,
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-06-23 09:00,2024,6,23,09:00,15.1,14.3,95.0,0.0,12.0,9.0,100.85,
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-06-23 10:00,2024,6,23,10:00,15.9,13.8,88.0,0.0,14.0,5.0,100.79,
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-06-23 11:00,2024,6,23,11:00,15.3,15.0,98.0,0.0,13.0,6.0,100.73,
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-06-23 12:00,2024,6,23,12:00,15.2,14.6,96.0,0.0,12.0,7.0,100.69,
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-06-23 13:00,2024,6,23,13:00,15.1,15.0,100.0,0.0,14.0,6.0,100.58,
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-06-23 14:00,2024,6,23,14:00,14.7,14.7,100.0,0.0,13.0,8.0,100.48,
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-06-23 15:00,2024,6,23,15:00,14.4,14.3,100.0,0.2,12.0,11.0,100.37,
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-06-23 16:00,2024,6,23,16:00,14.1,14.1,100.0,4.2,15.0,7.0,100.31,
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-06-23 17:00,2024,6,23,17:00,14.4,14.4,100.0,0.8,14.0,7.0,100.18,
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-06-23 18:00,2024,6,23,18:00,14.7,14.7,100.0,2.8,15.0,5.0,100.06,
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-06-23 19:00,2024,6,23,19:00,15.2,15.2,100.0,2.4,12.0,6.0,99.95,
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-06-23 20:00,2024,6,23,20:00,16.5,16.5,100.0,2.0,21.0,11.0,99.83,
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-06-23 21:00,2024,6,23,21:00,17.0,17.0,100.0,0.0,23.0,18.0,99.77,
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-06-23 22:00,2024,6,23,22:00,16.9,16.9,100.0,0.0,23.0,24.0,99.69,
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-06-23 23:00,2024,6,23,23:00,16.9,16.9,100.0,0.2,23.0,26.0,99.63,
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-06-24 00:00,2024,6,24,00:00,16.9,16.9,100.0,0.0,23.0,24.0,99.55,
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-06-24 01:00,2024,6,24,01:00,16.5,16.5,100.0,0.0,23.0,22.0,99.52,
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-06-24 02:00,2024,6,24,02:00,16.5,16.5,100.0,0.0,23.0,19.0,99.46,
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-06-24 03:00,2024,6,24,03:00,16.9,16.9,100.0,0.0,23.0,22.0,99.42,
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-06-24 04:00,2024,6,24,04:00,16.7,16.7,100.0,0.2,23.0,20.0,99.38,
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-06-24 05:00,2024,6,24,05:00,16.6,16.6,100.0,0.2,23.0,19.0,99.36,
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-06-24 06:00,2024,6,24,06:00,16.1,16.1,100.0,0.2,24.0,21.0,99.38,
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-06-24 07:00,2024,6,24,07:00,16.5,16.5,100.0,0.2,23.0,15.0,99.35,
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-06-24 08:00,2024,6,24,08:00,16.7,16.7,100.0,0.2,24.0,18.0,99.37,
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-06-24 09:00,2024,6,24,09:00,16.5,16.5,100.0,0.2,23.0,19.0,99.39,
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-06-24 10:00,2024,6,24,10:00,16.6,16.6,100.0,0.0,24.0,12.0,99.43,
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-06-24 11:00,2024,6,24,11:00,16.9,16.9,100.0,0.0,23.0,12.0,99.45,
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-06-24 12:00,2024,6,24,12:00,16.4,16.4,100.0,0.0,22.0,14.0,99.48,
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-06-24 13:00,2024,6,24,13:00,17.2,17.0,99.0,0.0,24.0,19.0,99.5,
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-06-24 14:00,2024,6,24,14:00,17.7,16.3,91.0,0.0,23.0,17.0,99.48,
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-06-24 15:00,2024,6,24,15:00,16.0,16.0,100.0,0.8,23.0,14.0,99.49,
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-06-24 16:00,2024,6,24,16:00,15.6,15.6,100.0,0.0,23.0,10.0,99.52,
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-06-24 17:00,2024,6,24,17:00,17.1,17.1,100.0,0.0,22.0,8.0,99.55,
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-06-24 18:00,2024,6,24,18:00,17.5,17.5,100.0,0.0,24.0,8.0,99.58,
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-06-24 19:00,2024,6,24,19:00,16.4,16.4,100.0,0.0,21.0,7.0,99.58,
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-06-24 20:00,2024,6,24,20:00,15.4,15.4,100.0,0.0,19.0,4.0,99.56,
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-06-24 21:00,2024,6,24,21:00,14.9,14.9,100.0,0.0,20.0,3.0,99.56,
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-06-24 22:00,2024,6,24,22:00,14.4,14.4,100.0,1.2,23.0,6.0,99.6,
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-06-24 23:00,2024,6,24,23:00,14.0,14.0,100.0,3.2,30.0,8.0,99.57,
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-06-25 00:00,2024,6,25,00:00,13.9,13.9,100.0,1.0,,0.0,99.57,
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-06-25 01:00,2024,6,25,01:00,14.3,14.3,100.0,0.4,11.0,5.0,99.55,
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-06-25 02:00,2024,6,25,02:00,14.5,14.5,100.0,0.8,,0.0,99.52,
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-06-25 03:00,2024,6,25,03:00,14.5,14.5,100.0,0.4,,0.0,99.56,
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-06-25 04:00,2024,6,25,04:00,14.4,14.4,100.0,0.2,,0.0,99.6,
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-06-25 05:00,2024,6,25,05:00,14.5,14.5,100.0,0.0,,0.0,99.57,
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-06-25 06:00,2024,6,25,06:00,14.9,14.8,100.0,0.0,,0.0,99.59,
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-06-25 07:00,2024,6,25,07:00,15.5,15.5,100.0,0.0,11.0,3.0,99.55,
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-06-25 08:00,2024,6,25,08:00,16.4,16.4,100.0,0.0,7.0,3.0,99.59,
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-06-25 09:00,2024,6,25,09:00,13.9,13.9,100.0,0.0,13.0,8.0,99.64,
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-06-25 10:00,2024,6,25,10:00,14.6,14.6,100.0,0.0,15.0,4.0,99.64,
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-06-25 11:00,2024,6,25,11:00,15.8,15.8,100.0,0.0,,0.0,99.62,
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-06-25 12:00,2024,6,25,12:00,16.4,16.4,100.0,0.0,10.0,5.0,99.62,
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-06-25 13:00,2024,6,25,13:00,16.1,16.0,100.0,0.0,7.0,3.0,99.63,
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-06-25 14:00,2024,6,25,14:00,17.3,16.4,95.0,0.0,10.0,3.0,99.72,
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-06-25 15:00,2024,6,25,15:00,19.1,16.0,82.0,0.0,28.0,3.0,99.73,
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-06-25 16:00,2024,6,25,16:00,18.1,18.0,100.0,0.2,34.0,9.0,99.7,
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-06-25 17:00,2024,6,25,17:00,17.2,16.8,98.0,0.4,34.0,13.0,99.72,
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-06-25 18:00,2024,6,25,18:00,17.5,16.5,94.0,0.0,35.0,8.0,99.72,
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-06-25 19:00,2024,6,25,19:00,17.7,16.2,91.0,0.0,35.0,5.0,99.71,
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-06-25 20:00,2024,6,25,20:00,17.1,17.0,100.0,0.0,33.0,7.0,99.83,
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-06-25 21:00,2024,6,25,21:00,15.1,15.0,100.0,0.8,12.0,6.0,99.91,
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-06-25 22:00,2024,6,25,22:00,14.8,14.8,100.0,1.4,,0.0,100.0,
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-06-25 23:00,2024,6,25,23:00,15.3,15.2,100.0,0.6,31.0,3.0,100.04,
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-06-26 00:00,2024,6,26,00:00,15.4,15.4,100.0,0.2,32.0,6.0,100.04,
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-06-26 01:00,2024,6,26,01:00,15.1,15.1,100.0,0.0,31.0,6.0,100.03,
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-06-26 02:00,2024,6,26,02:00,14.7,14.6,100.0,0.0,33.0,4.0,100.05,
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-06-26 03:00,2024,6,26,03:00,14.3,14.3,100.0,0.0,,0.0,100.08,
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-06-26 04:00,2024,6,26,04:00,13.9,13.9,100.0,0.0,,0.0,100.08,
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-06-26 05:00,2024,6,26,05:00,14.1,14.1,100.0,0.0,,0.0,100.1,
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-06-26 06:00,2024,6,26,06:00,14.7,14.7,100.0,0.0,15.0,3.0,100.12,
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-06-26 07:00,2024,6,26,07:00,16.8,15.8,94.0,0.2,17.0,3.0,100.13,
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-06-26 08:00,2024,6,26,08:00,18.2,14.7,80.0,0.0,20.0,5.0,100.11,
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-06-26 09:00,2024,6,26,09:00,19.4,14.8,74.0,0.0,23.0,6.0,100.08,
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-06-26 10:00,2024,6,26,10:00,20.8,15.8,73.0,0.0,21.0,4.0,100.01,
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-06-26 11:00,2024,6,26,11:00,23.7,15.6,61.0,0.0,19.0,7.0,99.99,
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-06-26 12:00,2024,6,26,12:00,22.9,15.1,61.0,0.0,21.0,9.0,99.93,
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-06-26 13:00,2024,6,26,13:00,23.3,14.0,56.0,0.0,23.0,18.0,99.91,
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-06-26 14:00,2024,6,26,14:00,23.5,14.3,57.0,0.0,23.0,17.0,99.89,
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-06-26 15:00,2024,6,26,15:00,22.5,14.3,60.0,0.0,23.0,22.0,99.89,
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-06-26 16:00,2024,6,26,16:00,21.0,14.3,65.0,0.0,23.0,24.0,99.87,
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-06-26 17:00,2024,6,26,17:00,20.0,14.1,69.0,0.0,23.0,19.0,99.91,
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-06-26 18:00,2024,6,26,18:00,18.6,13.7,73.0,0.0,23.0,21.0,99.91,
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-06-26 19:00,2024,6,26,19:00,17.3,13.5,79.0,0.0,23.0,17.0,99.91,
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-06-26 20:00,2024,6,26,20:00,16.3,13.5,83.0,0.0,23.0,17.0,99.92,
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-06-26 21:00,2024,6,26,21:00,15.3,13.1,87.0,0.0,23.0,16.0,100.0,
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-06-26 22:00,2024,6,26,22:00,15.4,15.1,99.0,0.0,23.0,17.0,100.01,
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-06-26 23:00,2024,6,26,23:00,15.6,15.6,100.0,0.0,23.0,14.0,100.01,
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-06-27 00:00,2024,6,27,00:00,14.9,14.9,100.0,0.0,23.0,16.0,100.01,
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-06-27 01:00,2024,6,27,01:00,14.3,14.3,100.0,0.0,23.0,12.0,100.01,
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-06-27 02:00,2024,6,27,02:00,14.5,14.5,100.0,0.0,23.0,12.0,99.97,
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-06-27 03:00,2024,6,27,03:00,14.3,14.3,100.0,0.0,23.0,16.0,99.95,
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-06-27 04:00,2024,6,27,04:00,14.5,14.5,100.0,0.0,23.0,17.0,99.93,
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-06-27 05:00,2024,6,27,05:00,15.0,14.9,100.0,0.0,23.0,14.0,99.91,
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-06-27 06:00,2024,6,27,06:00,15.8,15.8,100.0,0.0,23.0,14.0,99.89,
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-06-27 07:00,2024,6,27,07:00,16.2,16.2,100.0,0.0,23.0,16.0,99.85,
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-06-27 08:00,2024,6,27,08:00,16.6,16.6,100.0,0.0,23.0,15.0,99.81,
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-06-27 09:00,2024,6,27,09:00,17.2,17.2,100.0,0.0,23.0,16.0,99.8,
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-06-27 10:00,2024,6,27,10:00,16.7,16.7,100.0,0.0,23.0,23.0,99.79,
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-06-27 11:00,2024,6,27,11:00,16.3,16.3,100.0,0.2,22.0,11.0,99.72,
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-06-27 12:00,2024,6,27,12:00,16.2,16.2,100.0,2.6,23.0,14.0,99.76,
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-06-27 13:00,2024,6,27,13:00,16.6,16.6,100.0,0.4,23.0,15.0,99.74,
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-06-27 14:00,2024,6,27,14:00,18.2,17.5,96.0,0.0,23.0,12.0,99.81,
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-06-27 15:00,2024,6,27,15:00,17.9,16.7,93.0,0.0,24.0,13.0,99.85,
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-06-27 16:00,2024,6,27,16:00,18.8,17.4,91.0,0.0,23.0,16.0,99.87,
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-06-27 17:00,2024,6,27,17:00,19.4,17.5,89.0,0.0,23.0,11.0,99.88,
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-06-27 18:00,2024,6,27,18:00,19.4,16.8,85.0,0.0,23.0,12.0,99.89,
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-06-27 19:00,2024,6,27,19:00,16.7,16.4,99.0,0.0,22.0,11.0,99.92,
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-06-27 20:00,2024,6,27,20:00,15.2,15.1,100.0,0.0,21.0,8.0,99.99,
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-06-27 21:00,2024,6,27,21:00,14.7,14.7,100.0,0.0,20.0,3.0,100.07,
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-06-27 22:00,2024,6,27,22:00,14.0,14.0,100.0,0.0,28.0,6.0,100.12,
-63.61,44.66,HALIFAX WINDSOR PARK,8202255,2024-06-27 23:00,2024,6,27,23:00,13.4,13.4,100.0,0.0,24.0,6.0,100.1,
